Block,Location Description,Latitude,Longitude,X Coordinate,Y Coordinate,Community Area,Ward,District,Beat,LocationID
006XX N WABASH AVE,SIDEWALK,41.893710201,-87.626772679,1176622.0,1904650.0,8,42,18,1834,295477
013XX N MONTICELLO AVE,STREET,41.905406347,-87.717865096,1151790.0,1908721.0,23,26,25,2535,74298
048XX N CICERO AVE,VEHICLE NON-COMMERCIAL,41.969157726,-87.74784248,1143471.0,1931895.0,12,45,16,1623,566430
006XX E GRAND AVE,FOREST PRESERVE,41.891990384,-87.611461502,1180796.0,1904058.0,8,42,18,1834,678588
017XX S WABASH AVE,STREET,41.858615244,-87.625628392,1177039.0,1891864.0,33,2,1,131,637587
045XX W WASHINGTON BLVD,APARTMENT,41.88189124,-87.738757943,1146162.0,1900112.0,26,28,11,1113,102025
028XX S THROOP ST,STREET,41.842983264,-87.653685073,1169441.0,1886106.0,60,11,9,913,182006
061XX N TRIPP AVE,RESIDENCE,41.992669396,-87.734943373,1146919.0,1940487.0,12,39,17,1711,393443
072XX S KEDZIE AVE,OTHER,41.761793491,-87.70273805,1156292.0,1856419.0,66,18,8,831,735470
017XX N SAWYER AVE,RESIDENCE-GARAGE,41.913006858,-87.708529979,1154311.0,1911509.0,23,26,14,1421,287650
049XX W LAWRENCE AVE,WAREHOUSE,41.967975965,-87.751817258,1142393.0,1931457.0,12,45,16,1623,36911
115XX S ADA ST,STREET,41.68428019,-87.655504296,1169401.0,1828272.0,53,34,5,524,460692
077XX S ABERDEEN ST,RESIDENCE,41.75360759,-87.651392701,1170324.0,1853543.0,71,17,6,612,259891
007XX E 35TH ST,PARK PROPERTY,41.831212889,-87.607884746,1181957.0,1881919.0,36,4,2,212,183431
075XX S LAWNDALE AVE,STREET,41.755530625,-87.714278088,1153160.0,1854114.0,70,18,8,833,490383
006XX W 129TH PL,RESIDENCE,41.658197671,-87.637092696,1174507.0,1818808.0,53,34,5,523,638200
016XX N KEELER AVE,ALLEY,41.910386643,-87.731230412,1148139.0,1910510.0,23,30,25,2534,249627
054XX S INDIANA AVE,RESIDENCE,41.795415492,-87.620863574,1178528.0,1868845.0,40,3,2,231,749051
028XX W DIVERSEY AVE,PARKING LOT/GARAGE(NON.RESID.),41.932092005,-87.698351227,1157030.0,1918484.0,21,35,14,1411,428694
045XX N DRAKE AVE,RESIDENCE,41.963861312,-87.716894691,1151901.0,1930024.0,14,33,17,1723,431096
013XX E 59TH ST,COLLEGE/UNIVERSITY GROUNDS,41.787840189,-87.592918325,1186172.0,1866149.0,41,5,2,235,248145
117XX S STEWART AVE,RESIDENCE,41.680952433,-87.632359396,1175733.0,1827110.0,53,34,5,522,339168
127XX S LOWE AVE,CTA GARAGE / OTHER PROPERTY,41.663210475,-87.637814561,1174295.0,1820633.0,53,9,5,523,564206
073XX N HAMILTON AVE,APARTMENT,42.014228027,-87.684968352,1160445.0,1948442.0,2,49,24,2411,345616
019XX N DAMEN AVE,OTHER,41.916571987,-87.677591654,1162722.0,1912871.0,22,32,14,1434,634125
048XX W WASHINGTON BLVD,STREET,41.881799825,-87.746595251,1144028.0,1900064.0,25,28,15,1533,522151
053XX S MAY ST,RESIDENCE PORCH/HALLWAY,41.796942895,-87.65373533,1169560.0,1869329.0,61,16,9,934,322078
003XX E 61ST ST,SIDEWALK,41.783866603,-87.616741868,1179687.0,1864646.0,40,20,3,311,424450
027XX W CRYSTAL ST,STREET,41.903881059,-87.695332071,1157928.0,1908210.0,24,26,14,1423,499307
011XX S ALBANY AVE,APARTMENT,41.867536169,-87.703263948,1155866.0,1894950.0,29,24,11,1134,487751
041XX W WELLINGTON AVE,STREET,41.935399195,-87.730499043,1148274.0,1919626.0,21,31,25,2523,101977
060XX S WABASH AVE,STREET,41.785008345,-87.623835131,1177749.0,1865046.0,40,20,3,311,206984
031XX W WARREN BLVD,APARTMENT,41.881905674,-87.704878108,1155388.0,1900183.0,27,28,12,1222,332990
045XX N MILWAUKEE AVE,TAVERN/LIQUOR STORE,41.963217525,-87.756717669,1141072.0,1929714.0,15,45,16,1623,176201
005XX N WELLS ST,STREET,41.891910775,-87.634075602,1174639.0,1903978.0,8,42,18,1831,654237
037XX W CULLOM AVE,STREET,41.959198533,-87.721958237,1150536.0,1928315.0,16,39,17,1723,25895
040XX W CONGRESS PKWY,VEHICLE NON-COMMERCIAL,41.874349582,-87.726083145,1149633.0,1897388.0,26,24,11,1132,446627
006XX W 95TH ST,PARKING LOT/GARAGE(NON.RESID.),41.721499771,-87.64003253,1173518.0,1841868.0,73,21,22,2223,453232
047XX W CHICAGO AVE,ALLEY,41.895027541,-87.744538551,1144555.0,1904888.0,25,28,11,1111,562580
033XX W ARMITAGE AVE,SIDEWALK,41.917354627,-87.710717828,1153704.0,1913089.0,22,35,14,1422,512212
009XX W LAKE ST,RESTAURANT,41.885596582,-87.651467186,1169922.0,1901639.0,28,27,12,1214,622961
019XX W CRYSTAL ST,STREET,41.904144164,-87.675812308,1163241.0,1908346.0,24,1,14,1424,202016
032XX W WASHINGTON BLVD,STREET,41.882786228,-87.706823115,1154856.0,1900500.0,27,28,11,1123,297891
097XX S MUSKEGON AVE,SIDEWALK,41.718404166,-87.555164291,1196697.0,1840938.0,51,10,4,431,496753
019XX W POTOMAC AVE,STREET,41.905023024,-87.675935537,1163205.0,1908666.0,24,1,14,1424,301949
009XX W ADDISON ST,RESIDENCE,41.947249932,-87.653578558,1169169.0,1924101.0,6,44,19,1923,679941
011XX N MONTICELLO AVE,RESIDENTIAL YARD (FRONT/BACK),41.901654321,-87.717743176,1151833.0,1907354.0,23,27,11,1112,450058
078XX S PEORIA ST,RESIDENCE,41.751709565,-87.646498346,1171665.0,1852862.0,71,17,6,621,463194
059XX S MAPLEWOOD AVE,RESIDENCE PORCH/HALLWAY,41.785806405,-87.6874803,1160389.0,1865200.0,66,16,8,824,585723
032XX N KILDARE AVE,RESIDENCE,41.940173684,-87.734607435,1147144.0,1921358.0,16,30,17,1731,109504
013XX S CANAL ST,SIDEWALK,41.865399465,-87.639188585,1173325.0,1894306.0,28,2,1,124,160063
040XX W MADISON ST,CTA BUS,41.880711843,-87.726808747,1149419.0,1899705.0,26,28,11,1115,733589
003XX S KEDZIE AVE,STREET,41.87575902,-87.705966447,1155108.0,1897941.0,27,28,11,1134,108434
006XX N LARAMIE AVE,RESIDENTIAL YARD (FRONT/BACK),41.891751628,-87.755484093,1141583.0,1903674.0,25,28,15,1524,342053
013XX S KARLOV AVE,DAY CARE CENTER,41.863852276,-87.727540817,1149263.0,1893560.0,29,24,10,1011,104717
064XX S STONY ISLAND AVE,STREET,41.778321993,-87.586402872,1187979.0,1862696.0,42,5,3,331,488041
056XX W JACKSON BLVD,SIDEWALK,41.876549757,-87.7650872,1139005.0,1898117.0,25,29,15,1513,157864
066XX S WABASH AVE,RESIDENTIAL YARD (FRONT/BACK),41.773493974,-87.623943712,1177754.0,1860850.0,69,20,3,322,516690
049XX N LOWELL AVE,RESIDENCE,41.970834926,-87.736743727,1146485.0,1932527.0,14,39,17,1712,293757
006XX E 67TH ST,ALLEY,41.773085055,-87.608987374,1181835.0,1860735.0,42,20,3,321,51625
006XX N SAWYER AVE,STREET,41.892395756,-87.70768047,1154597.0,1904000.0,23,27,11,1121,756276
008XX W 72ND ST,APARTMENT,41.763369893,-87.645087441,1172016.0,1857114.0,68,6,7,733,230199
005XX N LAKE SHORE DR,LAKEFRONT/WATERFRONT/RIVERBANK,41.891308785,-87.614359614,1180009.0,1903803.0,8,42,18,1834,165830
039XX N LAWNDALE AVE,"SCHOOL, PUBLIC, BUILDING",41.952389116,-87.720221957,1151026.0,1925837.0,16,39,17,1732,5442
041XX W ADDISON ST,PARKING LOT/GARAGE(NON.RESID.),41.946326752,-87.731035712,1148100.0,1923607.0,16,38,17,1731,104543
035XX W ROOSEVELT RD,STREET,41.866303171,-87.71421287,1152887.0,1894479.0,29,24,10,1021,36883
003XX E 51ST ST,STREET,41.802064797,-87.618640688,1179114.0,1871273.0,40,3,2,231,9343
007XX N PINE AVE,STREET,41.893951553,-87.763529932,1139387.0,1904461.0,25,37,15,1524,13396
060XX S VERNON AVE,RESIDENCE-GARAGE,41.785268355,-87.614452924,1180307.0,1865162.0,42,20,3,313,145831
057XX S ELIZABETH ST,ABANDONED BUILDING,41.789755116,-87.655974742,1168970.0,1866705.0,67,16,7,713,308513
066XX S FAIRFIELD AVE,APARTMENT,41.772823823,-87.692009715,1159189.0,1860460.0,66,15,8,831,292525
010XX W 20TH PL,VEHICLE NON-COMMERCIAL,41.854568443,-87.652112534,1169836.0,1890331.0,31,25,12,1235,854
012XX W ROOSEVELT RD,PARKING LOT/GARAGE(NON.RESID.),41.866984628,-87.657421659,1168354.0,1894844.0,28,2,12,1231,199474
008XX N KILDARE AVE,RESIDENCE-GARAGE,41.896397473,-87.733510552,1147554.0,1905408.0,23,37,11,1111,203886
004XX W ROSCOE ST,STREET,41.943363819,-87.641126075,1172568.0,1922712.0,6,44,19,1925,29841
010XX E HYDE PARK BLVD,STREET,41.802313393,-87.601462366,1183797.0,1871403.0,39,4,2,222,3419
027XX S DEARBORN ST,STREET,41.844000177,-87.628442902,1176316.0,1886532.0,35,3,1,133,16948
004XX N CENTRAL AVE,APARTMENT,41.888484794,-87.765146706,1138960.0,1902466.0,25,28,15,1523,117632
103XX S DR MARTIN LUTHER KING JR DR,VACANT LOT/LAND,41.706820777,-87.613756439,1180736.0,1836578.0,49,9,5,512,31462
003XX W 111TH PL,RESIDENTIAL YARD (FRONT/BACK),41.691580192,-87.631288413,1175994.0,1830985.0,49,34,5,522,63309
067XX S PAXTON AVE,APARTMENT,41.772785554,-87.571590665,1192037.0,1860714.0,43,5,3,331,67642
032XX S UNION AVE,RESIDENCE-GARAGE,41.83550099,-87.643779428,1172162.0,1883401.0,60,11,9,915,460174
056XX S BISHOP ST,STREET,41.791414032,-87.660878422,1167628.0,1867299.0,67,16,7,713,298088
040XX N LARAMIE AVE,RESIDENCE,41.954600316,-87.757188722,1140965.0,1926573.0,15,45,16,1624,255644
011XX W MONTANA ST,RESIDENCE,41.926281012,-87.657237081,1168234.0,1916452.0,7,43,19,1932,363407
016XX S MICHIGAN AVE,COMMERCIAL / BUSINESS OFFICE,41.85986467,-87.623977381,1177485.0,1892323.0,33,2,1,132,723662
070XX S LAFLIN ST,OTHER,41.766103873,-87.66142504,1167551.0,1858075.0,67,17,7,734,702877
106XX S ST LOUIS AVE,STREET,41.699844257,-87.708448215,1154898.0,1833834.0,74,19,22,2211,631804
062XX N WINTHROP AVE,APARTMENT,41.99517826,-87.658373453,1167727.0,1941556.0,77,48,24,2433,273771
014XX N DAMEN AVE,SIDEWALK,41.907421514,-87.677380393,1162805.0,1909537.0,24,1,14,1424,197364
035XX W CARROLL AVE,PARK PROPERTY,41.887417755,-87.714273463,1152815.0,1902173.0,27,28,11,1123,102769
026XX W MONTROSE AVE,GROCERY FOOD STORE,41.961268588,-87.695395983,1157755.0,1929122.0,14,33,17,1724,554483
004XX E 45TH PL,STREET,41.812126854,-87.615366855,1179976.0,1874947.0,38,3,2,221,590223
054XX W KINZIE ST,PARK PROPERTY,41.887721845,-87.761818806,1139868.0,1902194.0,25,28,15,1523,382166
007XX N TRUMBULL AVE,RESIDENTIAL YARD (FRONT/BACK),41.894384712,-87.712623163,1153246.0,1904715.0,23,27,11,1121,271046
005XX N BISHOP ST,STREET,41.891816891,-87.663910456,1166516.0,1903879.0,24,27,12,1324,243124
040XX W POTOMAC AVE,STREET,41.904459675,-87.727168119,1149260.0,1908358.0,23,27,25,2534,262303
063XX W WAVELAND AVE,STREET,41.947499493,-87.784892237,1133446.0,1923936.0,17,38,16,1633,342048
025XX N KOSTNER AVE,ALLEY,41.927742289,-87.736704422,1146605.0,1916824.0,20,31,25,2524,65903
056XX W 64TH ST,RESIDENCE-GARAGE,41.77622546,-87.762512808,1139949.0,1861564.0,64,13,8,812,212246
057XX N MERRIMAC AVE,RESIDENCE,41.985623515,-87.784046531,1133587.0,1937830.0,10,45,16,1622,683028
070XX S PAXTON AVE,STREET,41.767603354,-87.57144303,1192094.0,1858826.0,43,5,3,331,76270
012XX S CALIFORNIA BLVD,PARK PROPERTY,41.865854394,-87.695886508,1157880.0,1894352.0,29,24,10,1022,368348
015XX N PAULINA ST,RESIDENCE-GARAGE,41.909407665,-87.670097015,1164782.0,1910276.0,24,1,14,1433,392051
043XX W POTOMAC AVE,APARTMENT,41.904343932,-87.73492394,1147149.0,1908301.0,23,37,25,2534,104418
081XX S MAY ST,APARTMENT,41.745896584,-87.652401409,1170071.0,1850731.0,71,21,6,613,756520
013XX N MILWAUKEE AVE,ALLEY,41.906797102,-87.671861659,1164309.0,1909321.0,24,1,14,1424,550812
044XX W GUNNISON ST,RESIDENCE-GARAGE,41.96899653,-87.739963721,1145614.0,1931851.0,14,39,17,1712,368790
028XX W 63RD ST,SIDEWALK,41.779092297,-87.695056305,1158341.0,1862738.0,66,15,8,823,330938
043XX S FAIRFIELD AVE,STREET,41.814760322,-87.693179922,1158756.0,1875739.0,58,12,9,922,457417
018XX N HUMBOLDT BLVD,OTHER,41.914667094,-87.702003326,1156083.0,1912127.0,22,35,14,1421,712327
003XX W INSTITUTE PL,STREET,41.8973995,-87.635922056,1174120.0,1905974.0,8,27,18,1823,276531
079XX S THROOP ST,RESIDENCE,41.749436851,-87.656134903,1169042.0,1852013.0,71,21,6,612,222713
031XX W 36TH ST,FACTORY/MANUFACTURING BUILDING,41.828107704,-87.702964595,1156053.0,1880583.0,58,12,9,911,485307
0000X S LAFLIN ST,STREET,41.881224307,-87.66441395,1166409.0,1900018.0,28,2,12,1224,508433
006XX S CLINTON ST,STREET,41.874147774,-87.640948164,1172820.0,1897490.0,28,2,1,124,437643
013XX N MILWAUKEE AVE,STREET,41.906808184,-87.671879913,1164304.0,1909325.0,24,1,14,1433,131853
010XX N DAMEN AVE,APARTMENT,41.900878194,-87.67719391,1162874.0,1907153.0,24,32,12,1212,738832
029XX S STATE ST,STREET,41.841103444,-87.626852618,1176758.0,1885480.0,35,3,1,133,105534
069XX S ASHLAND AVE,SMALL RETAIL STORE,41.768058417,-87.663878988,1166876.0,1858782.0,67,17,7,734,672875
030XX W 71ST ST,VEHICLE NON-COMMERCIAL,41.76442942,-87.699501271,1157168.0,1857386.0,66,18,8,831,156531
021XX W CORTEZ ST,SIDEWALK,41.90039415,-87.680861099,1161877.0,1906969.0,24,32,12,1312,263720
042XX W CULLERTON ST,RESIDENCE,41.854324995,-87.730820499,1148394.0,1890082.0,29,24,10,1012,675012
062XX S WHIPPLE ST,GAS STATION,41.780390363,-87.699520105,1157120.0,1863202.0,66,15,8,823,444627
096XX S MERRILL AVE,RESIDENCE,41.720025309,-87.571019967,1192363.0,1841490.0,51,7,4,431,435191
038XX W LAKE ST,VEHICLE NON-COMMERCIAL,41.885227157,-87.721312545,1150904.0,1901361.0,26,28,11,1122,297928
031XX W ADDISON ST,APARTMENT,41.946640797,-87.706146838,1154870.0,1923770.0,21,33,17,1733,295145
074XX S PRINCETON AVE,APARTMENT,41.759372322,-87.632071063,1175579.0,1855686.0,69,17,7,731,183207
004XX E 70TH ST,STREET,41.767552479,-87.613778314,1180545.0,1858708.0,69,6,3,322,645111
016XX N HARDING AVE,STREET,41.910395647,-87.725128093,1149800.0,1910525.0,23,30,25,2535,549190
109XX S AVENUE J,STREET,41.696719264,-87.534074806,1202528.0,1833089.0,52,10,4,432,564575
065XX W 63RD ST,STREET,41.777615985,-87.785451177,1133689.0,1862030.0,64,23,8,812,515326
011XX N WALLER AVE,STREET,41.900738361,-87.768031812,1138145.0,1906926.0,25,29,15,1511,79545
044XX S MARSHFIELD AVE,RESIDENTIAL YARD (FRONT/BACK),41.813125577,-87.666318836,1166083.0,1875199.0,61,12,9,924,523422
097XX S WOODLAWN AVE,RESIDENCE,41.718044614,-87.594657716,1185916.0,1840712.0,50,8,5,511,3396
015XX S AVERS AVE,VACANT LOT/LAND,41.860089932,-87.721335714,1150963.0,1892201.0,29,24,10,1014,548722
122XX S PARNELL AVE,STREET,41.671425104,-87.635683747,1174853.0,1823631.0,53,34,5,523,709424
014XX S LAKE SHORE DR E,PARK PROPERTY,41.863668509,-87.618714967,1178907.0,1893721.0,33,2,1,132,428635
056XX W HENDERSON ST,VACANT LOT/LAND,41.941303976,-87.767552352,1138178.0,1921709.0,15,38,16,1633,275968
103XX S ELIZABETH ST,"SCHOOL, PUBLIC, BUILDING",41.706050956,-87.653642344,1169847.0,1836209.0,73,21,22,2232,308418
006XX N SAWYER AVE,RESIDENTIAL YARD (FRONT/BACK),41.89273336,-87.707691867,1154593.0,1904123.0,23,27,11,1121,505689
042XX W WEST END AVE,STREET,41.883294257,-87.731517891,1148130.0,1900637.0,26,28,11,1114,133014
015XX N SHEFFIELD AVE,DEPARTMENT STORE,41.91007391,-87.653106106,1169405.0,1910555.0,8,32,18,1822,55289
082XX S CLYDE AVE,RESIDENCE-GARAGE,41.745673199,-87.573442962,1191619.0,1850830.0,46,8,4,414,249715
002XX W LAKE ST,SMALL RETAIL STORE,41.885730181,-87.634433124,1174560.0,1901725.0,32,42,1,122,271431
026XX W DIVISION ST,STREET,41.902961341,-87.69279556,1158621.0,1907880.0,24,26,14,1423,457315
052XX S NORMANDY AVE,STREET,41.796835958,-87.789266575,1132604.0,1869027.0,56,23,8,811,654535
030XX N CICERO AVE,ALLEY,41.936493478,-87.746796175,1143837.0,1919994.0,19,31,25,2521,515971
056XX N LINCOLN AVE,OTHER,41.983797744,-87.696248798,1157462.0,1937330.0,2,40,20,2011,450893
022XX W DEVON AVE,SIDEWALK,41.997802991,-87.685749476,1160278.0,1942455.0,2,50,24,2412,471586
058XX W 65TH ST,PARKING LOT/GARAGE(NON.RESID.),41.774294099,-87.767075842,1138709.0,1860852.0,64,13,8,812,277659
053XX W WINDSOR AVE,STREET,41.963351979,-87.761102968,1139879.0,1929755.0,15,45,16,1623,615020
017XX W JUNEWAY TER,RESIDENCE,42.022534582,-87.673397822,1163566.0,1951493.0,1,49,24,2422,460540
026XX S THROOP ST,APARTMENT,41.845170583,-87.655566701,1168922.0,1886899.0,60,11,9,913,746495
070XX W DIVERSEY AVE,APARTMENT,41.930811531,-87.801741795,1128900.0,1917826.0,18,36,25,2512,176493
132XX S CORLISS AVE,CHA APARTMENT,41.655171551,-87.602318214,1184019.0,1817784.0,54,9,5,533,273682
055XX W ADAMS ST,STREET,41.878371404,-87.762765046,1139633.0,1898785.0,25,29,15,1522,638282
053XX N ASHLAND AVE,RESIDENCE,41.979300526,-87.669699555,1164693.0,1935746.0,77,40,20,2012,724686
005XX W DIVERSEY PKWY,SMALL RETAIL STORE,41.932862434,-87.641702699,1172442.0,1918884.0,6,44,19,1934,435494
002XX W DE SAIBLE ST,CHA PARKING LOT/GROUNDS,41.825763538,-87.63321453,1175070.0,1879876.0,34,3,9,915,368149
016XX S SPRINGFIELD AVE,RESIDENCE,41.858029356,-87.722434585,1150669.0,1891448.0,29,24,10,1014,85999
014XX W CORTEZ ST,RESIDENCE,41.900672606,-87.663920819,1166488.0,1907106.0,24,27,12,1213,200256
020XX W BELLE PLAINE AVE,RESIDENCE-GARAGE,41.955954955,-87.680599821,1161794.0,1927216.0,5,47,19,1911,748082
120XX S EGGLESTON AVE,ALLEY,41.675486585,-87.633403364,1175464.0,1825116.0,53,34,5,523,684194
016XX N AVERS AVE,STREET,41.910514417,-87.722687537,1150464.0,1910573.0,23,30,25,2535,457969
010XX N MONTICELLO AVE,ALLEY,41.899590268,-87.71767117,1151858.0,1906602.0,23,27,11,1112,670735
034XX W 26TH ST,RESIDENCE,41.844443245,-87.710309532,1154008.0,1886521.0,30,22,10,1024,344182
057XX S ELIZABETH ST,RESIDENCE,41.789606912,-87.655972636,1168971.0,1866651.0,67,16,7,713,720686
022XX W MADISON ST,RESIDENCE,41.881226044,-87.682385461,1161515.0,1899981.0,28,2,12,1223,248658
010XX N CLARK ST,APARTMENT,41.900900778,-87.631358477,1175352.0,1907260.0,8,42,18,1824,463954
037XX N SAWYER AVE,RESIDENCE-GARAGE,41.949176159,-87.709114295,1154056.0,1924688.0,16,33,17,1733,486212
064XX N GLENWOOD AVE,RESIDENCE-GARAGE,41.998836963,-87.665530737,1165771.0,1942874.0,1,40,24,2432,108200
051XX W FULTON ST,RESIDENTIAL YARD (FRONT/BACK),41.885651459,-87.754452031,1141879.0,1901453.0,25,28,15,1532,363039
020XX N CICERO AVE,RESIDENTIAL YARD (FRONT/BACK),41.917387541,-87.746137108,1144064.0,1913033.0,19,31,25,2522,298081
043XX W 28TH ST,SIDEWALK,41.840455293,-87.733405741,1147725.0,1885023.0,30,22,10,1031,124550
021XX N CAMPBELL AVE,APARTMENT,41.921155146,-87.689280907,1159528.0,1914517.0,22,1,14,1431,736060
025XX S SPAULDING AVE,APARTMENT,41.845731558,-87.707511406,1154767.0,1886996.0,30,22,10,1024,297775
029XX N BROADWAY,RESIDENCE,41.935180085,-87.644239305,1171745.0,1919723.0,6,44,19,1934,403609
031XX S KEDVALE AVE,STREET,41.836255581,-87.727988288,1149212.0,1883503.0,30,22,10,1031,397664
028XX S KEDVALE AVE,APARTMENT,41.840018483,-87.728084937,1149176.0,1884874.0,30,22,10,1031,336955
032XX N GREENVIEW AVE,STREET,41.940993493,-87.666274312,1165733.0,1921794.0,6,44,19,1922,620052
013XX E 76TH ST,STREET,41.756894789,-87.591522234,1186650.0,1854876.0,43,5,4,411,198612
065XX S MINERVA AVE,APARTMENT,41.776081745,-87.597317312,1185009.0,1861854.0,42,20,3,321,491764
013XX N HOYNE AVE,STREET,41.90558554,-87.679772301,1162159.0,1908863.0,24,32,14,1424,442496
038XX W MADISON ST,OTHER,41.880779076,-87.721377025,1150898.0,1899740.0,26,28,11,1122,33235
011XX N MILWAUKEE AVE,APARTMENT,41.902961643,-87.665865852,1165952.0,1907936.0,24,27,12,1323,93783
052XX N WESTERN AVE,PARKING LOT/GARAGE(NON.RESID.),41.977089981,-87.689195709,1159398.0,1934900.0,4,40,20,2012,711647
011XX N CENTRAL AVE,RESIDENTIAL YARD (FRONT/BACK),41.900940461,-87.76560933,1138804.0,1907004.0,25,37,15,1524,13437
055XX W ARDMORE AVE,STREET,41.985883257,-87.765796888,1138548.0,1937957.0,11,45,16,1621,124178
070XX S JEFFERY BLVD,CTA BUS,41.766707984,-87.57631422,1190768.0,1858488.0,43,5,3,331,367253
083XX S RACINE AVE,RESIDENCE,41.742667712,-87.65352747,1169773.0,1849552.0,71,21,6,613,552877
011XX W 87TH ST,STREET,41.735949039,-87.652499167,1170073.0,1847106.0,71,21,6,613,736385
040XX N HERMITAGE AVE,VEHICLE NON-COMMERCIAL,41.955196309,-87.672229048,1164073.0,1926957.0,6,47,19,1912,243383
080XX S ASHLAND AVE,SMALL RETAIL STORE,41.747851897,-87.66337071,1167072.0,1851420.0,71,21,6,612,31843
015XX W WAVELAND AVE,STREET,41.948819785,-87.668604202,1165077.0,1924641.0,6,44,19,1922,371380
032XX N KEATING AVE,STREET,41.940217662,-87.745240372,1144251.0,1921354.0,15,30,17,1731,305154
012XX S KEELER AVE,ALLEY,41.865457121,-87.730044149,1148577.0,1894140.0,29,24,10,1011,137188
038XX N SACRAMENTO AVE,RESIDENTIAL YARD (FRONT/BACK),41.951116107,-87.703048073,1155701.0,1925407.0,16,33,17,1733,398677
040XX W 14TH ST,VEHICLE NON-COMMERCIAL,41.862518554,-87.725460885,1149833.0,1893078.0,29,24,10,1011,320011
021XX W ERIE ST,STREET,41.893126312,-87.680185815,1162081.0,1904322.0,24,1,12,1221,418144
034XX W 65TH ST,APARTMENT,41.775230456,-87.708926809,1154568.0,1861303.0,66,15,8,823,539621
082XX S LUELLA AVE,STREET,41.745536473,-87.569791165,1192616.0,1850789.0,46,8,4,414,212698
027XX W FARRAGUT AVE,STREET,41.976744804,-87.697175989,1157229.0,1934758.0,4,40,20,2011,266796
001XX W SUPERIOR ST,SIDEWALK,41.895628037,-87.631632927,1175293.0,1905338.0,8,42,18,1832,140925
005XX W 128TH PL,STREET,41.660570353,-87.634637173,1175171.0,1819678.0,53,9,5,523,340827
049XX S TRIPP AVE,APARTMENT,41.80314049,-87.729572779,1148865.0,1871433.0,57,23,8,815,712731
087XX S BLACKSTONE AVE,APARTMENT,41.736125788,-87.588112068,1187646.0,1847316.0,48,8,4,412,378143
021XX W NORTH AVE,SIDEWALK,41.910428189,-87.680575233,1161927.0,1910626.0,24,32,14,1434,593712
073XX N DAMEN AVE,STREET,42.014405724,-87.6804919,1161661.0,1948516.0,1,49,24,2424,277080
046XX W MC LEAN AVE,STREET,41.917882029,-87.742495056,1145054.0,1913220.0,19,31,25,2522,42426
039XX W NORTH AVE,ALLEY,41.909896433,-87.72569125,1149648.0,1910342.0,23,30,25,2535,216970
033XX W CHICAGO AVE,APARTMENT,41.895513392,-87.710742689,1153755.0,1905130.0,23,27,11,1121,296710
021XX N MC VICKER AVE,RESIDENCE,41.919447417,-87.776784373,1135718.0,1913728.0,19,29,25,2512,566788
071XX S JEFFERY BLVD,SIDEWALK,41.765695177,-87.576289471,1190778.0,1858119.0,43,5,3,333,454227
067XX S WINCHESTER AVE,STREET,41.771467299,-87.672491373,1164517.0,1860006.0,67,15,7,726,540663
067XX S EAST END AVE,ALLEY,41.772542303,-87.58384145,1188696.0,1860596.0,43,5,3,332,51168
016XX W 106TH ST,RESIDENCE,41.701132168,-87.662823233,1167354.0,1834397.0,72,19,22,2212,436261
011XX N ASHLAND AVE,STREET,41.902685579,-87.667473996,1165515.0,1907832.0,24,1,12,1323,103462
003XX S LAVERGNE AVE,RESIDENCE,41.876278275,-87.749263808,1143315.0,1898047.0,25,24,15,1533,736829
042XX S ARCHER AVE,PARKING LOT/GARAGE(NON.RESID.),41.816669961,-87.700042949,1156880.0,1876421.0,58,14,9,921,689569
051XX S LAVERGNE AVE,STREET,41.79940943,-87.747824203,1143898.0,1870039.0,56,23,8,814,327047
